instruction,response,source,conversation_id,movie_title,genres
"Mais le travail de votre grand-père, monsieur...",Le travail de mon grand-père était Doo-Doo! Mort est mort! Il n'y a qu'une chose qui m'intéresse... et c'est la préservation de LIFE!,cornell_movie_dialogs,conv_82964,young frankenstein,"comedy, sci-fi"
Je ne crois pas.,"Quand j'étais ici avant de voir une photo d'une femme sur le bureau dans un grand cadre argenté. Je pensais que c'était une perte d'argent. C'est tout ce qui m'intéressait. Maintenant, j'aimerais savoir... ce qui est arrivé à la femme?",cornell_movie_dialogs,conv_21235,ninotchka,"comedy, romance"
"Personne ne fera ça, M. Connell. Ils ne peuvent pas utiliser les John Doe Clubs pour la politique. C'est l'idée principale.","Vraiment? Alors qu'est-ce qu'un grand patron politique comme Hammett fait en ville? Et un chef ouvrier comme Bennett? Et beaucoup d'autres gros tireurs qui sont à la maison de D.B. en ce moment? Loups, John, loups qui attendent pour couper le John Does! Attends d'avoir une gander à ce discours que tu vas faire ce soir!",cornell_movie_dialogs,conv_18949,meet john doe,"comedy, drama, romance"
C'est une putain de réunion. Ça va guérir.,"Oh. Je pensais que ce n'était pas ça de toute façon. Je sais que ça n'a aucun sens pour toi, mais je ne peux pas l'éteindre aussi vite. Je ressens toujours quelque chose pour elle.",cornell_movie_dialogs,conv_30597,there's something about mary,"comedy, romance"
"Et je vais vous dire, M. Dugan, que j'ai été insulté dans cette maison. Je ne suis pas du tout satisfait de ces façons de vivre ici. Je suis un Anglais, je le suis, et un homme de propriété; et je...","Si vous êtes insulté et insatisfait, rappelez-vous qu'on est deux, Best.",cornell_movie_dialogs,conv_3631,barry lyndon,"drama, romance, war"
"Contexte: je suis client pro. Bonjour, Comment recuperer mon compte sans telephone?","En cas de perte de telephone, passez par la procedure de recuperation securisee. Si vous voulez, je peux aussi vous donner une checklist concise.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_82154,,
"Vraiment, mon cul. C'est un jeu démesuré. Quelqu'un l'a déjà attrapé?","Avant toi, personne d'autre n'était assez proche de Sid 6.7 pour lui tirer dessus. Personne d'autre n'avait pu commencer à le traquer avant qu'il n'arrive. Nouvelle cicatrice, ça va?",input_target_csv:input3.csv+target3.csv,input_target_input3_216158,,
C'est Frank!,Reste ici. C'était mon fils!,cornell_movie_dialogs,conv_23942,rebel without a cause,"drama, romance"
Tu ne m'as jamais dit pourquoi tu as quitté l'armée.,"Il m'est apparu un jour que nous étions censés être une nation fondée sur le principe de l'autorité de questionnement... et tout ce que j'ai fait ici était de suivre les ordres. Ça ne s'est pas additionné. En plus, je me suis fait virer.",cornell_movie_dialogs,conv_3872,basic,"crime, drama, mystery, thriller"
"Transmettez le code 3 d'urgence et prenez-nous hors ligne. Dépassez les capteurs du sas et dépêchez-vous! Nous manquons de temps, nous devons aller aux gousses!","J'aimerais vous aider, vous et nos invités, mais je ne peux pas.",cornell_movie_dialogs,conv_71401,spacejacked,"action, sci-fi"
Où avez-vous vu ça?,C'est confidentiel.,cornell_movie_dialogs,conv_30975,top gun,"action, drama, romance"
"Ne sois pas malin avec moi, Henryk. Je suis venu ici en tant qu'ami. Ils amènent des Juifs de tout le pays. Bientôt il y aura un demi-million de personnes dans le ghetto. Il nous faut plus de policiers juifs...","Oh? Encore de la police juive? Tu veux dire que tu veux que je porte une casquette comme la tienne, que je frappe les Juifs avec ma matraque et que j'attrape l'esprit de la Gestapo. Je vois!",cornell_movie_dialogs,conv_76754,the pianist,"biography, drama, war"
"Rumeurs, rumeurs, vous prenez tout trop à cœur, Wladek.","J'essaie d'obtenir un certificat d'emploi pour mon père. J'ai réussi à obtenir des certificats pour moi et le reste de la famille, mais j'en ai besoin pour mon père. J'ai essayé toutes les entreprises, les magasins...",cornell_movie_dialogs,conv_76778,the pianist,"biography, drama, war"
Garde ta tête... C'est un tueur de chair et de sang dont on parle.,Comme Rod Lane?,cornell_movie_dialogs,conv_21022,a nightmare on elm street,horror
Owen a signalé l'éradication d'une colonie de faible génération il y a un mois. C'est pourquoi MICOM veut une évaluation sur place.,"On dirait plutôt qu'un idiot du Commandement du renseignement militaire veut me faire tuer, moi et mes soldats...",cornell_movie_dialogs,conv_72137,starship troopers,"action, adventure, sci-fi, thriller"
- la même sauce - douce et aigre.,"Vous ne savez pas ce que c'est -- être à côté de vous dans cet ascenseur, jour après jour -- Bonjour, Mlle Kubelik -- Bonne nuit, M. Sheldrake -- Je suis toujours fou de vous, Fran.",cornell_movie_dialogs,conv_35087,the apartment,"romance, comedy, drama"
"Si tu penses que je suis un nigga, c'est ta prérogative. Tu as des façons d'affecter le changement, j'ai les miennes. Et j'apprécierais beaucoup que tu m'enlèves mon cul.",Ma propre sœur me jette dehors. J'espère voir ça plus tard quand tu te sentiras bien. Ne me laisse pas sortir.,cornell_movie_dialogs,conv_3471,bamboozled,"comedy, drama, music"
On n'aurait pas dû venir ici. Je suis surpris que la police ne rende pas ça plus difficile.,"Tu as été blessé? On s'est vus à l'hôpital. Je ne veux pas de la voiture. En fait, j'ai été consterné de constater que je dois payer un petit prix pour le faire enlever.",cornell_movie_dialogs,conv_43549,crash,"crime, drama"
"Ce n'est pas tout. Selon l'ordinateur, elle est morte d'une overdose de drogue l'année dernière.","C'est super Zydowski, vous êtes vraiment sur le coup. Harding - appelez le labo d'impression du FBI, faites passer les empreintes dans leur bibliothèque, voir si c'est moins merdique que le nôtre...",cornell_movie_dialogs,conv_59288,manhunt,"action, adventure, crime, horror, thriller"
Sybok possédait l'intellect le plus vif que j'ai jamais connu.,"Allez! Mon seul souci est de récupérer le vaisseau. Quand c'est fait et que Sybok est ici, vous pouvez débattre de Sha Ka Ree jusqu'à ce que vous soyez vert au visage. D'ici là, soit tu es avec moi, soit tu ne l'es pas.",cornell_movie_dialogs,conv_78884,star trek v: the final frontier,"action, adventure, sci-fi, thriller"
"M. Chance, en supposant que ce que vous dites est la vérité, j'aimerais savoir quel genre de réclamation vous envisagez de faire contre la succession du défunt.","Ça va, Thomas. Le jardin est sain. Il n'est pas nécessaire de faire une réclamation.",cornell_movie_dialogs,conv_37745,being there,"drama, comedy"
Nous ne savons pas exactement. Il ne nous donnera pas son nom. Il semble être l'homme qui a appelé dans le rapport... il a tué l'un des terroristes pour sûr et prétend avoir pris deux autres.,"Il prétend? Powell, vous est-il arrivé qu'il soit l'un des terroristes, tirant votre chaîne? Ou une sorte d'affaire qui...",cornell_movie_dialogs,conv_45549,die hard,"action, crime, thriller"
"Redresse-toi, gamin. Je ne t'en ferais pas si tu n'étais pas prêt. J'ai un certain Henry Gondorff que je veux que vous cherchiez. Il n'y a pas de meilleur intérieur vivant. Il va t'apprendre tout ce que tu dois savoir.","Tu vas prendre une coupe de ce que je fais, n'est-ce pas?",cornell_movie_dialogs,conv_76873,the sting,"comedy, crime, drama"
"Oui, Albert. Parle ou je te tue.",Je sais. Je sais.,cornell_movie_dialogs,conv_50974,get carter,"action, crime, drama, thriller"
"Vous n'avez pas? Alors pourquoi les messages inquiets sur son répondeur, Rhian? J'aurais juré qu'il aurait des ennuis.",Vous vous trompez. Je viens de demander si je pourrais rester avec lui la prochaine fois que je serai à Londres. C'est tout.,input_target_csv:input3.csv+target3.csv,input_target_input3_204389,,
"Mais pour quelqu'un de la planète Krypton, cette substance serait mortelle en raison de son haut niveau de radioactivité. Kryptonite! Ah, Kryptonite! C'est le truc!","Tu veux dire des balles et du feu et tout ce qui ne peut pas lui faire de mal, mais ce genre de rocher...",cornell_movie_dialogs,conv_74130,superman,"action, family, sci-fi"
"C'est bon, professeur Tripp. Carrie, Howard, les autres -- ils ont raison. Mes histoires sont ennuyantes. Ils continuent encore et encore, et plus ils continuent plus ils deviennent ennuyeux, jusqu'à ce que finalement vous voulez juste prendre quelque chose de lourd et --","Ta gueule, James. Vous êtes ennuyeux. Carrie et Howard ne savent pas de quoi ils parlent. Toute la classe combinée -- y compris la belle Hannah Green -- a environ un dixième de 1% du talent que vous avez, ok?",cornell_movie_dialogs,conv_32481,wonder boys,"drama, comedy"
Vous essayez de sauver Sparazza?,Non... Nous essayons de sauver Heller.,cornell_movie_dialogs,conv_26224,smokin' aces,"action, crime, drama, thriller"
Ro - tu ne peux pas vraiment croire ça. Personne ne peut tuer quelqu'un avec ses sentiments. Je veux dire... C'est CRAZY.,"Est-ce plus ou moins fou que mourir et revenir à la vie avec des mains qui peuvent voir...? Mon Dieu, Michael... Qu'est-ce que je...?",cornell_movie_dialogs,conv_81524,the witching hour,"documentary, short"
Contexte: je suis client pro. Comment recuperer mon compte sans telephone?,"Bien sur, je peux vous aider. Pensez a verifier le dossier spam ou promotions. Je reste avec vous jusqu'a resolution complete.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_36999,,
"Retourne, Michael. Faites ce que vous pouvez...",Oui. Vous voyez? Il passait dans la mort - mais les sorcières l'ont renvoyé - à la seule personne qu'ils connaissaient avait le pouvoir de le sauver... et ils lui ont donné le pouvoir de vous montrer ce que personne d'autre ne pouvait...,cornell_movie_dialogs,conv_81432,the witching hour,"documentary, short"
Et cette main... elle... elle a brisé la gorge du docteur Layton... et l'adjoint. Puis il a attrapé Danny par la tête... Et ça lui a tiré la tête dans la poitrine... Je ne pouvais pas... Hayes pose une main sur son épaule.,"Du calme, Ruby... tout va bien. Maintenant, essayez de penser clairement... ne voulez-vous pas dire la main de Jason... ne voulez-vous pas dire qu'il a attrapé un scalpel et a tranché la gorge du docteur Layton?",cornell_movie_dialogs,conv_57058,freddy vs. jason,"horror, thriller"
Contexte: je suis etudiant. Je veux un remboursement pour la commande ORD-267381.,"Parfait, je m'en occupe avec vous. Le remboursement arrive en general sur le moyen de paiement initial sous 5 a 10 jours ouvres. Je reste avec vous jusqu'a resolution complete.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_655,,
J'avais prévu de faire beaucoup de wallowing.,Mes amis et moi prévoyons d'aller à Shangri-La samedi. Tu veux venir avec nous?,dialog_csv:test.csv,dialog_test_648,,
"Non, ça va. J'ai essayé. Mon écriture est trop technique, je crois. Le problème d'être un journaliste trop long est que vous arrêtez de vous donner la permission d'inventer. Je ferais mieux de me contenter de faire des photos.","Faire des photos."" J'aime ça. Tu aimes vraiment ce que tu fais, n'est-ce pas?",cornell_movie_dialogs,conv_39270,the bridges of madison county,"drama, romance"
On va le nettoyer et le mettre dans une chambre d'hôtel sous les gardes du corps. On va lui faire un mystère. Avez-vous parlé à M. Norton?,C'est génial. Il dit qu'on doit y aller. Nous voulons construire un feu de joie sous chaque grand tir de l'état.,cornell_movie_dialogs,conv_18889,meet john doe,"comedy, drama, romance"
"C'est priorite normale pour moi. Bonsoir, L'application plante au demarrage.",Je peux vous guider avec une checklist de verification rapide.,qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_46969,,
C'est pourquoi je vous ai demandé...,"Alors... Oh, comme j'aimerais que tout soit tellement plus simple... que les gens puissent juste se réunir par la couleur de leurs cheveux ou la taille de leurs chaussures. Quelle taille portez-vous? Taille 9. C'est une très belle taille. Mais je suis désolé, je porte la taille 8.",cornell_movie_dialogs,conv_32913,l'avventura,"drama, mystery"
Pourriez-vous me faire une faveur et relire mon CV avant de l'envoyer au service des ressources humaines?,"Bien sûr, laissez-moi regarder... Renseignements personnels, éducation, expérience, formation... Je pense que vous devriez ajouter une autre section pour la langue. Vous parlez trois langues, autant mettre ça sur votre CV.",dialog_csv:test.csv,dialog_test_393,,
"Bonjour, je peux entrer?","Oui, dépêche-toi.",cornell_movie_dialogs,conv_4850,blue velvet,"crime, mystery, thriller"
Où allez-vous les garder?,Ici. On va les récupérer.,cornell_movie_dialogs,conv_57513,kundun,"biography, drama, history, war"
Le wahoo?,"Le scintilleur brûlerait chaud, puis plus chaud, puis même plus chaud... et il y aurait un moment de brûlure pure quand ce petit enfoiré cuisinerait juste parfait. Parfait. Ça ne durerait qu'une seconde, mais c'était la seconde. C'était ça. C'est ce que papa nous a demandé... Compris?",cornell_movie_dialogs,conv_80594,very bad things,"comedy, crime, thriller"
"Ce n'était rien. On travaillait tous les deux sur un film, et un truc d'effets spéciaux a mal tourné. Terry et Chuck étaient... hurlés. Tu étais presque... Tu as même été coupé.",Tu étais à moitié réveillée et tu m'as vu me faire piquer par ce verre. Les rêves fonctionnent comme ça. Tu veux que je n'y aille pas?,cornell_movie_dialogs,conv_31919,new nightmare,"fantasy, horror, mystery, thriller"
"C'est priorite urgente pour moi. Bonjour, La fonctionnalite rapport ne charge pas.","Bonne question, voici une reponse claire. Essayez d'abord de vider le cache puis redemarrez l'application. Si vous voulez, je peux aussi vous donner une checklist concise.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_11869,,
Mon père parlait de la Force des Autres. Mais il ne m'a jamais dit ce que c'était...,"Disons que la Force est une affaire avec un guerrier Jedi. C'est un champ d'énergie en soi, un pouvoir qui contrôle les actes, mais obéit aux commandements. Ce n'est rien, mais ça fait apparaître des merveilles devant vos yeux. Toutes les choses vivantes génèrent ce champ de Force, même vous.",cornell_movie_dialogs,conv_71923,star wars,"action, adventure, fantasy, sci-fi"
C'est priorite normale pour moi. Conseille-moi un setup photo debutant.,Je peux proposer 3 options par gamme de prix si vous me donnez le budget precis.,qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_78113,,
"Il est génial. Allez, soufflons avant que la grand-mère décide de faire bouillir tes os pour le petit déjeuner.","C'est tout. Elle vient ici, toutes les demi-heure, pour, en quelque sorte, vérifier moi. Si je ne suis pas là, elle pourrait... appeler la police ou quelque chose.",cornell_movie_dialogs,conv_32360,wonder boys,"drama, comedy"
