instruction,response,history
Dans quelle ville j'habite ?,Tu habites a Lyon.,"Utilisateur: Bonjour, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lyon. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le velo. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 40 minutes le mardi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Amine, tu habites a Paris, ton sport prefere est le velo, et tu veux t'entrainer 40 minutes le samedi.","Utilisateur: Bonjour, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Paris. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le velo. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 40 minutes le samedi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Dans quelle ville j'habite ?,Tu habites a Paris.,"Utilisateur: Bonjour, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Paris. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le tennis. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le samedi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Rappelle mon objectif d'entrainement.,Ton objectif est de t'entrainer 30 minutes le jeudi.,"Utilisateur: Bonjour, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Marseille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le running. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 30 minutes le jeudi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Dans quelle ville j'habite ?,Tu habites a Paris.,"Utilisateur: Bonjour, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Paris. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le running. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 20 minutes le samedi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Amine, tu habites a Nantes, ton sport prefere est le velo, et tu veux t'entrainer 40 minutes le dimanche.","Utilisateur: Bonjour, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Nantes. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le velo. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 40 minutes le dimanche. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon prenom ?,Ton prenom est Lea.,"Utilisateur: Bonjour, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Paris. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le natation. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 30 minutes le lundi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Sofia, tu habites a Lyon, ton sport prefere est le running, et tu veux t'entrainer 45 minutes le samedi.","Utilisateur: Bonjour, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lyon. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le running. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 45 minutes le samedi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon sport prefere ?,Ton sport prefere est le foot.,"Utilisateur: Bonjour, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Marseille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le foot. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le samedi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Dans quelle ville j'habite ?,Tu habites a Paris.,"Utilisateur: Bonjour, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Paris. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le running. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 40 minutes le jeudi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Rappelle mon objectif d'entrainement.,Ton objectif est de t'entrainer 40 minutes le mercredi.,"Utilisateur: Bonjour, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Toulouse. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le tennis. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 40 minutes le mercredi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Dans quelle ville j'habite ?,Tu habites a Nantes.,"Utilisateur: Bonjour, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Nantes. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le velo. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 20 minutes le dimanche. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Bonjour, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Paris. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le velo. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le jeudi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon sport prefere ?,Ton sport prefere est le basket.,"Utilisateur: Bonjour, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Paris. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le basket. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 20 minutes le mardi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Yanis, tu habites a Lille, ton sport prefere est le natation, et tu veux t'entrainer 60 minutes le mercredi.","Utilisateur: Bonjour, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le natation. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le mercredi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Bonjour, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le natation. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 30 minutes le mardi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Dans quelle ville j'habite ?,Tu habites a Lyon.,"Utilisateur: Bonjour, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lyon. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le velo. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 30 minutes le lundi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Amine, tu habites a Lyon, ton sport prefere est le basket, et tu veux t'entrainer 20 minutes le mercredi.","Utilisateur: Bonjour, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lyon. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le basket. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 20 minutes le mercredi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon sport prefere ?,Ton sport prefere est le tennis.,"Utilisateur: Bonjour, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le tennis. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le jeudi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Rappelle mon objectif d'entrainement.,Ton objectif est de t'entrainer 60 minutes le lundi.,"Utilisateur: Bonjour, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Paris. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le running. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le lundi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Rappelle mon objectif d'entrainement.,Ton objectif est de t'entrainer 60 minutes le lundi.,"Utilisateur: Bonjour, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le basket. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le lundi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon prenom ?,Ton prenom est Yanis.,"Utilisateur: Bonjour, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Paris. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le tennis. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 40 minutes le vendredi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Bonjour, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Marseille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le natation. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 30 minutes le dimanche. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Dans quelle ville j'habite ?,Tu habites a Nantes.,"Utilisateur: Bonjour, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Nantes. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le velo. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 40 minutes le lundi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Rappelle mon objectif d'entrainement.,Ton objectif est de t'entrainer 60 minutes le mercredi.,"Utilisateur: Bonjour, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lyon. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le foot. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le mercredi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Rappelle mon objectif d'entrainement.,Ton objectif est de t'entrainer 45 minutes le mercredi.,"Utilisateur: Bonjour, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Toulouse. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le velo. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 45 minutes le mercredi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Sofia, tu habites a Toulouse, ton sport prefere est le foot, et tu veux t'entrainer 40 minutes le jeudi.","Utilisateur: Bonjour, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Toulouse. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le foot. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 40 minutes le jeudi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Dans quelle ville j'habite ?,Tu habites a Marseille.,"Utilisateur: Bonjour, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Marseille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le natation. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 45 minutes le dimanche. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon sport prefere ?,Ton sport prefere est le basket.,"Utilisateur: Bonjour, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Marseille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le basket. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 20 minutes le mardi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Amine, tu habites a Lille, ton sport prefere est le foot, et tu veux t'entrainer 20 minutes le lundi.","Utilisateur: Bonjour, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le foot. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 20 minutes le lundi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Dans quelle ville j'habite ?,Tu habites a Lyon.,"Utilisateur: Bonjour, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lyon. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le running. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 20 minutes le lundi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon prenom ?,Ton prenom est Karim.,"Utilisateur: Bonjour, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Nantes. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le basket. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le mardi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Dans quelle ville j'habite ?,Tu habites a Lille.,"Utilisateur: Bonjour, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le natation. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 20 minutes le jeudi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Ines, tu habites a Toulouse, ton sport prefere est le foot, et tu veux t'entrainer 60 minutes le lundi.","Utilisateur: Bonjour, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Toulouse. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le foot. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le lundi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon prenom ?,Ton prenom est Lea.,"Utilisateur: Bonjour, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Nantes. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le velo. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 40 minutes le jeudi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon prenom ?,Ton prenom est Nadia.,"Utilisateur: Bonjour, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Toulouse. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le foot. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 20 minutes le mercredi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Rappelle mon objectif d'entrainement.,Ton objectif est de t'entrainer 60 minutes le lundi.,"Utilisateur: Bonjour, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lyon. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le tennis. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le lundi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
